NR_CRT,SIRUTA,JUDET,UAT,TIP_PROPRIETATE,NUMAR_IMOBILE_TEREN,SUPRAFATA_CADASTRATA_HA,SUPRAFATA_UAT_HA,NR_APARTAMENTE
384,15064,ARGES,Caldararu,extravilan,6889,5106.9994,6007.43,0
385,15064,ARGES,Caldararu,intravilan,3400,906.1753,6007.43,4
386,15108,ARGES,Caline?ti,extravilan,1411,2724.225,10681.87,0
387,15108,ARGES,Caline?ti,intravilan,3220,716.5689,10681.87,36
388,15233,ARGES,Cateasca,extravilan,1774,2267.8908,8171.1,0
389,15233,ARGES,Cateasca,intravilan,1744,788.8956,8171.1,30
390,16285,ARGES,Davide?ti,extravilan,505,934.6818,4168.09,0
391,16285,ARGES,Davide?ti,intravilan,797,307.3966,4168.09,0
392,16427,ARGES,Dobre?ti,extravilan,82,352.6275,3881.76,0
393,16427,ARGES,Dobre?ti,intravilan,434,77.033,3881.76,10
394,16454,ARGES,Domne?ti,extravilan,179,132.4151,1851.98,0
395,16454,ARGES,Domne?ti,intravilan,742,156.7893,1851.98,9
396,16472,ARGES,Dragoslavele,extravilan,521,639.6973,11154.36,0
397,16472,ARGES,Dragoslavele,intravilan,664,136.2453,11154.36,0
398,16506,ARGES,Draganu,extravilan,400,283.2636,3518.43,0
399,16506,ARGES,Draganu,intravilan,1019,245.2806,3518.43,2
400,16329,ARGES,Dambovicioara,extravilan,743,2281.2636,6283.45,0
401,16329,ARGES,Dambovicioara,intravilan,1137,531.8895,6283.45,7
402,16365,ARGES,Darmane?ti,extravilan,545,505.659,3461.76,0
403,16365,ARGES,Darmane?ti,intravilan,1184,361.0932,3461.76,6
404,16551,ARGES,Godeni,extravilan,245,107.6829,3102.64,0
405,16551,ARGES,Godeni,intravilan,572,76.468,3102.64,20
406,16613,ARGES,Harse?ti,extravilan,3125,2548.2563,5511.97,0
407,16613,ARGES,Harse?ti,intravilan,585,124.9763,5511.97,0
408,16659,ARGES,Hartie?ti,extravilan,228,888.9528,4832.71,0
409,16659,ARGES,Hartie?ti,intravilan,336,84.6772,4832.71,0
410,16739,ARGES,Izvoru,extravilan,5233,4423.5141,5004.23,0
411,16739,ARGES,Izvoru,intravilan,2451,577.7772,5004.23,47
412,16757,ARGES,Leordeni,extravilan,1054,1275.1099,6292.41,0
413,16757,ARGES,Leordeni,intravilan,1712,472.0654,6292.41,51
414,16908,ARGES,Lere?ti,extravilan,503,6838.1056,14180.33,0
415,16908,ARGES,Lere?ti,intravilan,1515,287.1299,14180.33,40
416,16944,ARGES,Lunca Corbului,extravilan,12419,7911.9254,9000.32,0
417,16944,ARGES,Lunca Corbului,intravilan,4776,1088.3707,9000.32,2
418,17101,ARGES,Meri?ani,extravilan,720,1282.3222,6427.97,0
419,17101,ARGES,Meri?ani,intravilan,1526,555.1604,6427.97,27
420,17209,ARGES,Mice?ti,extravilan,698,1291.1288,4351.48,0
421,17209,ARGES,Mice?ti,intravilan,1424,459.8169,4351.48,13
422,17254,ARGES,Mihae?ti,extravilan,427,1112.0262,6420.01,0
423,17254,ARGES,Mihae?ti,intravilan,1185,341.886,6420.01,9
424,17334,ARGES,Mioarele,extravilan,557,519.7866,3296.3,0
425,17334,ARGES,Mioarele,intravilan,510,221.6316,3296.3,4
426,13301,ARGES,Mioveni,extravilan,583,1062.0267,5061.83,0
427,13301,ARGES,Mioveni,intravilan,4021,1081.5941,5061.83,4655
428,17398,ARGES,Miro?i,extravilan,4113,3988.7793,4789.05,0
429,17398,ARGES,Miro?i,intravilan,2782,800.3523,4789.05,36
430,17423,ARGES,Morare?ti,extravilan,388,261.4742,4762.4,0
431,17423,ARGES,Morare?ti,intravilan,591,363.0669,4762.4,6
432,17575,ARGES,Mozaceni,extravilan,1190,1636.3252,7912.14,0
433,17575,ARGES,Mozaceni,intravilan,457,194.9763,7912.14,0
434,17496,ARGES,Mo?oaia,extravilan,1989,482.3897,4493.5,0
435,17496,ARGES,Mo?oaia,intravilan,4442,623.5597,4493.5,209
436,17619,ARGES,Mu?ate?ti,extravilan,452,361.5651,9788.89,0
437,17619,ARGES,Mu?ate?ti,intravilan,791,212.0306,9788.89,9
438,17049,ARGES,Malureni,extravilan,545,1036.7729,10824.94,0
439,17049,ARGES,Malureni,intravilan,889,248.3452,10824.94,3
440,13365,ARGES,Maracineni,extravilan,685,269.7674,2173.67,0
441,13365,ARGES,Maracineni,intravilan,2135,423.1816,2173.67,254
442,17726,ARGES,Negra?i,extravilan,598,783.254,7765.74,0
443,17726,ARGES,Negra?i,intravilan,339,107.6443,7765.74,2
444,17771,ARGES,Nuc?oara,extravilan,670,14118.6069,45080.81,0
445,17771,ARGES,Nuc?oara,intravilan,610,681.3649,45080.81,6
446,17824,ARGES,Oarja,extravilan,1354,1132.4238,3763.58,0
447,17824,ARGES,Oarja,intravilan,1026,410.3394,3763.58,11
448,17851,ARGES,Pietro?ani,extravilan,397,659.8895,4897.24,0
449,17851,ARGES,Pietro?ani,intravilan,744,135.4183,4897.24,4
450,13169,ARGES,Pite?ti,extravilan,693,612.7539,4094.32,0
451,13169,ARGES,Pite?ti,intravilan,17038,2300.11,4094.32,33655
452,18028,ARGES,Poiana Lacului,extravilan,609,254.687,5582.4,0
453,18028,ARGES,Poiana Lacului,intravilan,1836,496.4453,5582.4,38
454,17913,ARGES,Poienarii de Arge?,extravilan,113,212.8455,2107.44,0
455,17913,ARGES,Poienarii de Arge?,intravilan,188,62.3535,2107.44,0
456,17968,ARGES,Poienarii de Muscel,extravilan,341,391.028,3860.57,0
457,17968,ARGES,Poienarii de Muscel,intravilan,751,214.9763,3860.57,2
458,18162,ARGES,Pope?ti,extravilan,534,665.5509,4848.77,0
459,18162,ARGES,Pope?ti,intravilan,307,87.5457,4848.77,0
460,18242,ARGES,Priboieni,extravilan,269,186.0021,2210.01,0
461,18242,ARGES,Priboieni,intravilan,644,98.3637,2210.01,6
462,18411,ARGES,Recea,extravilan,673,1121.5413,7104.63,0
463,18411,ARGES,Recea,intravilan,569,167.6166,7104.63,2
464,18475,ARGES,Rociu,extravilan,1662,2270.5944,7208.03,0
465,18475,ARGES,Rociu,intravilan,788,280.5501,7208.03,0
466,18527,ARGES,Rucar,extravilan,1392,12110.8733,28323.5,0
467,18527,ARGES,Rucar,intravilan,2125,351.9762,28323.5,70
468,20048,ARGES,Raca,extravilan,1964,2353.6027,4907.48,0
469,20048,ARGES,Raca,intravilan,353,117.0311,4907.48,2
470,18331,ARGES,Rate?ti,extravilan,1478,2939.7358,7901.41,0
471,18331,ARGES,Rate?ti,intravilan,2021,574.1318,7901.41,14
472,18670,ARGES,Schitu Gole?ti,extravilan,216,304.175,2588.39,0
473,18670,ARGES,Schitu Gole?ti,intravilan,1045,235.6607,2588.39,13
474,18741,ARGES,Slobozia,extravilan,726,1648.557,6033.52,0
475,18741,ARGES,Slobozia,intravilan,567,159.6689,6033.52,5
476,18858,ARGES,Stoene?ti,extravilan,267,5553.9452,12827.08,0
477,18858,ARGES,Stoene?ti,intravilan,695,163.2516,12827.08,2
478,18938,ARGES,Stolnici,extravilan,1113,1932.9364,7854.65,0
479,18938,ARGES,Stolnici,intravilan,800,479.5282,7854.65,9
480,18778,ARGES,Stalpeni,extravilan,274,333.7118,3604.1,0
481,18778,ARGES,Stalpeni,intravilan,1231,298.2942,3604.1,60
482,19007,ARGES,Suseni,extravilan,709,950.4953,5671.96,0
483,19007,ARGES,Suseni,intravilan,1396,452.7304,5671.96,3
484,18554,ARGES,Salatrucu,extravilan,284,1587.4923,13562.36,0
485,18554,ARGES,Salatrucu,intravilan,376,132.7648,13562.36,0
486,18581,ARGES,Sapata,extravilan,183,126.9944,4730.15,0
487,18581,ARGES,Sapata,intravilan,359,82.2915,4730.15,0
488,19212,ARGES,Teiu,extravilan,753,950.4542,4442,0
489,19212,ARGES,Teiu,intravilan,401,132.338,4442,2
490,19249,ARGES,Tigveni,extravilan,311,208.7276,4940.76,0
491,19249,ARGES,Tigveni,intravilan,472,158.7392,4940.76,4
492,13757,ARGES,Topoloveni,extravilan,407,483.8873,3606,0
493,13757,ARGES,Topoloveni,intravilan,1849,469.0611,3606,1250
494,19392,ARGES,Uda,extravilan,212,115.5569,7991.81,0
495,19392,ARGES,Uda,intravilan,400,160.6727,7991.81,0
496,19560,ARGES,Ungheni,extravilan,9820,6490.611,7496.17,0
497,19560,ARGES,Ungheni,intravilan,4213,1003.4253,7496.17,0
498,19631,ARGES,Valea Danului,extravilan,302,150.5767,3205.04,0
499,19631,ARGES,Valea Danului,intravilan,473,145.4344,3205.04,4
500,19695,ARGES,Valea Ia?ului,extravilan,263,219.6543,2185.08,0
501,19695,ARGES,Valea Ia?ului,intravilan,817,242.2372,2185.08,8
502,13524,ARGES,Valea Mare Prava?,extravilan,568,2455.1204,6067.6,0
503,13524,ARGES,Valea Mare Prava?,intravilan,865,261.2262,6067.6,4
504,19793,ARGES,Vedea,extravilan,649,303.6528,6835.5,0
505,19793,ARGES,Vedea,intravilan,1090,383.6361,6835.5,13
506,19999,ARGES,Vlade?ti,extravilan,231,321.4492,3887.37,0
507,19999,ARGES,Vlade?ti,intravilan,510,123.8545,3887.37,4
508,20055,ARGES,Vulture?ti,extravilan,853,588.6712,4874.03,0
509,20055,ARGES,Vulture?ti,intravilan,688,132.3352,4874.03,0
510,19114,ARGES,?tefan Cel Mare,extravilan,600,561.8031,3540.1,0
511,19114,ARGES,?tefan Cel Mare,intravilan,394,87.9306,3540.1,0
512,13392,ARGES,?tefane?ti,extravilan,1156,776.3698,5666.14,0
513,13392,ARGES,?tefane?ti,intravilan,6407,1020.2363,5666.14,586
514,19141,ARGES,?uici,extravilan,289,266.3264,3416.54,0
515,19141,ARGES,?uici,intravilan,455,191.8535,3416.54,3
516,19338,ARGES,?i?e?ti,extravilan,477,244.0197,2366.18,0
517,19338,ARGES,?i?e?ti,intravilan,1227,303.1161,2366.18,28
518,21007,BACAU,Aga?,extravilan,475,18632.4373,21034.71,0
519,21007,BACAU,Aga?,intravilan,1096,593.835,21034.71,31
520,21098,BACAU,Ardeoani,extravilan,1164,526.3726,2757.24,0
521,21098,BACAU,Ardeoani,intravilan,670,129.7595,2757.24,18
522,21123,BACAU,Asau,extravilan,571,724.58,30747.69,0
523,21123,BACAU,Asau,intravilan,1386,272.706,30747.69,12
524,20297,BACAU,Bacau,extravilan,203,227.6282,4306.17,0
525,20297,BACAU,Bacau,intravilan,20327,3051.404,4306.17,42453
526,21196,BACAU,Balcani,extravilan,979,1174.1954,11328.54,0
527,21196,BACAU,Balcani,intravilan,970,161.1662,11328.54,9
528,21249,BACAU,Bere?ti-Bistri?a,extravilan,1355,1080.7051,3765.99,0
529,21249,BACAU,Bere?ti-Bistri?a,intravilan,691,197.3637,3765.99,10
530,21338,BACAU,Bere?ti-Tazlau,extravilan,813,1148.6891,6674.18,0
531,21338,BACAU,Bere?ti-Tazlau,intravilan,878,236.4975,6674.18,17
532,21418,BACAU,Berzun?i,extravilan,792,395.5365,5605.39,0
533,21418,BACAU,Berzun?i,intravilan,720,150.3865,5605.39,11
534,21506,BACAU,Blage?ti,extravilan,766,5787.632,9663.28,0
535,21506,BACAU,Blage?ti,intravilan,1035,225.7387,9663.28,16
536,21560,BACAU,Bogdane?ti,extravilan,370,206.6758,3201.72,0
537,21560,BACAU,Bogdane?ti,intravilan,763,131.3322,3201.72,0
538,21597,BACAU,Brusturoasa,extravilan,411,2375.661,10986.38,0
539,21597,BACAU,Brusturoasa,intravilan,365,223.3811,10986.38,3
540,26338,BACAU,Buciumi,extravilan,546,245.4164,2937.22,0
541,26338,BACAU,Buciumi,intravilan,708,155.1132,2937.22,2
542,21668,BACAU,Buhoci,extravilan,908,440.8656,5110.45,0
543,21668,BACAU,Buhoci,intravilan,1178,186.8776,5110.45,12
544,20778,BACAU,Buhu?i,extravilan,1655,1610.8611,3934.61,0
545,20778,BACAU,Buhu?i,intravilan,2868,482.563,3934.61,2267
546,21454,BACAU,Barsane?ti,extravilan,422,617.4155,7016.29,0
547,21454,BACAU,Barsane?ti,intravilan,755,195.66,7016.29,9
548,21720,BACAU,Ca?in,extravilan,571,508.3303,3653.17,0
549,21720,BACAU,Ca?in,intravilan,1718,241.503,3653.17,23
550,21855,BACAU,Cleja,extravilan,1177,1390.9215,5473.33,0
551,21855,BACAU,Cleja,intravilan,1413,1592.5832,5473.33,16
552,21891,BACAU,Colone?ti,extravilan,314,201.2667,4480.02,0
553,21891,BACAU,Colone?ti,intravilan,368,117.1456,4480.02,5
554,20821,BACAU,Comane?ti,extravilan,542,657.5288,6377.5,0
555,20821,BACAU,Comane?ti,intravilan,3364,568.0036,6377.5,1708
556,21971,BACAU,Corbasca,extravilan,378,509.8612,6385.21,0
557,21971,BACAU,Corbasca,intravilan,577,186.1981,6385.21,10
558,22059,BACAU,Co?ofane?ti,extravilan,1028,2387.4505,6636.4,0
559,22059,BACAU,Co?ofane?ti,intravilan,536,293.2387,6636.4,4
560,21757,BACAU,Caiu?i,extravilan,659,979.8674,13479.48,0
561,21757,BACAU,Caiu?i,intravilan,1050,280.5105,13479.48,0
562,22237,BACAU,Dealu Morii,extravilan,1435,1064.8627,7041.31,0
563,22237,BACAU,Dealu Morii,intravilan,507,174.899,7041.31,22
564,22380,BACAU,Dofteana,extravilan,1097,381.9922,17382.55,0
565,22380,BACAU,Dofteana,intravilan,2104,316.9821,17382.55,29
566,22111,BACAU,Damiene?ti,extravilan,1058,1205.7296,3907.04,0
567,22111,BACAU,Damiene?ti,intravilan,564,135.1818,3907.04,9
568,22166,BACAU,Darmane?ti,extravilan,2362,9122.7992,27197.73,0
569,22166,BACAU,Darmane?ti,intravilan,2670,1847.424,27197.73,96
570,22460,BACAU,Faraoani,extravilan,2869,849.1158,3868,0
571,22460,BACAU,Faraoani,intravilan,1035,175.9742,3868,5
572,22488,BACAU,Filipeni,extravilan,1396,1175.8639,7367.68,0
573,22488,BACAU,Filipeni,intravilan,441,155.9518,7367.68,3
574,22576,BACAU,Filipe?ti,extravilan,3145,2196.0977,6893.4,0
575,22576,BACAU,Filipe?ti,intravilan,1588,487.4149,6893.4,60
576,22718,BACAU,Ghime?-Faget,extravilan,384,503.5878,16431.76,0
577,22718,BACAU,Ghime?-Faget,intravilan,688,220.5894,16431.76,6
578,26346,BACAU,Gioseni,extravilan,542,297.2233,2931.77,0
579,26346,BACAU,Gioseni,intravilan,749,97.1013,2931.77,0
580,22834,BACAU,Glavane?ti,extravilan,286,166.6734,6720.7,0
581,22834,BACAU,Glavane?ti,intravilan,551,127.4847,6720.7,9
582,20607,BACAU,Gura Vaii,extravilan,295,519.6238,7010.52,0
583,20607,BACAU,Gura Vaii,intravilan,1209,250.6284,7010.52,2
584,22781,BACAU,Garleni,extravilan,607,355.9112,3575.03,0
585,22781,BACAU,Garleni,intravilan,2029,301.0042,3575.03,15
586,22665,BACAU,Gaiceana,extravilan,1186,1833.731,7378.25,0
587,22665,BACAU,Gaiceana,intravilan,644,186.7986,7378.25,10
588,22898,BACAU,Helegiu,extravilan,382,452.0303,7853.56,0
589,22898,BACAU,Helegiu,intravilan,891,177.5146,7853.56,15
590,20313,BACAU,Hemeiu?,extravilan,1794,662.6846,2795.41,0
591,20313,BACAU,Hemeiu?,intravilan,3841,569.0664,2795.41,50
592,22941,BACAU,Horge?ti,extravilan,1186,1092.0729,5929.58,0
593,22941,BACAU,Horge?ti,intravilan,792,205.8299,5929.58,8
594,23047,BACAU,Huruie?ti,extravilan,908,1031.4165,5537.73,0
595,23047,BACAU,Huruie?ti,intravilan,426,107.3674,5537.73,3
596,26379,BACAU,Ite?ti,extravilan,790,628.7789,3022.95,0
597,26379,BACAU,Ite?ti,intravilan,637,219.5394,3022.95,3
598,23127,BACAU,Izvoru Berheciului,extravilan,499,334.3366,5755.22,0
599,23127,BACAU,Izvoru Berheciului,intravilan,331,121.2128,5755.22,13
600,20359,BACAU,Letea Veche,extravilan,2621,1557.271,4236.38,0
601,20359,BACAU,Letea Veche,intravilan,3380,447.6218,4236.38,42
602,23207,BACAU,Lipova,extravilan,153,140.5804,5418.88,0
603,23207,BACAU,Lipova,intravilan,325,97.0353,5418.88,11
604,23289,BACAU,Livezi,extravilan,420,653.6417,5802.4,0
605,23289,BACAU,Livezi,intravilan,863,162.7934,5802.4,22
606,23350,BACAU,Luizi-Calugara,extravilan,1457,375.9734,3167.48,0
607,23350,BACAU,Luizi-Calugara,intravilan,1290,107.5542,3167.48,4
608,20876,BACAU,Moine?ti,extravilan,1346,1576.7402,4596.99,0
609,20876,BACAU,Moine?ti,intravilan,3938,588.4516,4596.99,2776
610,23494,BACAU,Moto?eni,extravilan,630,337.5343,10460.02,0
611,23494,BACAU,Moto?eni,intravilan,561,214.3968,10460.02,6
612,23387,BACAU,Magire?ti,extravilan,2168,1044.8987,3317.61,0
613,23387,BACAU,Magire?ti,intravilan,1086,198.8851,3317.61,3
614,20411,BACAU,Magura,extravilan,1502,355.728,2371.39,0
615,20411,BACAU,Magura,intravilan,2717,376.1665,2371.39,237
616,23449,BACAU,Manastirea Ca?in,extravilan,338,801.641,24594.12,0
617,23449,BACAU,Manastirea Ca?in,intravilan,1101,199.6191,24594.12,9
618,20466,BACAU,Margineni,extravilan,2625,1015.8411,8377.85,0
619,20466,BACAU,Margineni,intravilan,4800,726.9694,8377.85,59
620,23644,BACAU,Negri,extravilan,816,546.9939,3902.86,0
621,23644,BACAU,Negri,intravilan,624,138.5921,3902.86,16
622,23715,BACAU,Nicolae Balcescu,extravilan,1457,400.5412,5802.3,0
623,23715,BACAU,Nicolae Balcescu,intravilan,2225,434.5952,5802.3,28
624,26353,BACAU,Odobe?ti,extravilan,640,534.8094,4363.85,0
625,26353,BACAU,Odobe?ti,intravilan,526,176.4462,4363.85,3
626,23797,BACAU,Oituz,extravilan,1159,10113.6137,20291.36,0
627,23797,BACAU,Oituz,intravilan,2966,399.635,20291.36,22
628,23868,BACAU,Once?ti,extravilan,513,306.408,4752.7,0
629,23868,BACAU,Once?ti,intravilan,318,133.2309,4752.7,2
630,20563,BACAU,One?ti,extravilan,1508,630.6109,5247.48,0
631,20563,BACAU,One?ti,intravilan,4851,1662.2616,5247.48,11688
632,23948,BACAU,Orbeni,extravilan,542,1267.5329,5711.18,0
633,23948,BACAU,Orbeni,intravilan,560,144.5665,5711.18,7
634,23975,BACAU,Palanca,extravilan,205,772.3775,9295.81,0
635,23975,BACAU,Palanca,intravilan,505,696.9494,9295.81,0
636,24034,BACAU,Parava,extravilan,961,680.7439,4536.89,0
637,24034,BACAU,Parava,intravilan,638,152.5524,4536.89,9
638,24089,BACAU,Parincea,extravilan,781,903.6389,6522.1,0
639,24089,BACAU,Parincea,intravilan,777,198.2847,6522.1,54
640,24427,BACAU,Plopana,extravilan,388,718.042,5726.64,0
641,24427,BACAU,Plopana,intravilan,572,122.9681,5726.64,9
642,24524,BACAU,Podu Turcului,extravilan,1030,1174.5071,8931.8,0
643,24524,BACAU,Podu Turcului,intravilan,1258,347.8604,8931.8,192
644,24631,BACAU,Poduri,extravilan,511,445.7381,7264.3,0
645,24631,BACAU,Poduri,intravilan,1294,387.663,7264.3,12
646,26361,BACAU,Praje?ti,extravilan,518,348.0576,1869.97,0
647,26361,BACAU,Praje?ti,intravilan,886,168.3129,1869.97,4
648,24187,BACAU,Pance?ti,extravilan,1548,1494.0239,7046.51,0
649,24187,BACAU,Pance?ti,intravilan,752,176.2577,7046.51,9
650,24276,BACAU,Pargare?ti,extravilan,318,115.4003,2132.38,0
651,24276,BACAU,Pargare?ti,intravilan,973,125.8766,2132.38,11
652,24338,BACAU,Parjol,extravilan,356,243.0181,5379.56,0
653,24338,BACAU,Parjol,intravilan,711,157.8917,5379.56,10
654,24711,BACAU,Racova,extravilan,760,300.462,3411.03,0
655,24711,BACAU,Racova,intravilan,1001,231.8601,3411.03,26
656,24999,BACAU,Ro?iori,extravilan,515,433.0678,4658.74,0
657,24999,BACAU,Ro?iori,intravilan,400,125.2885,4658.74,4
658,24837,BACAU,Rachitoasa,extravilan,649,797.6689,11721.71,0
659,24837,BACAU,Rachitoasa,intravilan,575,214.536,11721.71,34
660,24766,BACAU,Racaciuni,extravilan,1266,1270.616,8201.19,0
661,24766,BACAU,Racaciuni,intravilan,1918,416.5758,8201.19,102
662,25068,BACAU,Sascut,extravilan,4493,2193.2772,10819.82,0
663,25068,BACAU,Sascut,intravilan,1996,374.2748,10819.82,223
664,25291,BACAU,Scor?eni,extravilan,319,496.7308,4436.83,0
665,25291,BACAU,Scor?eni,intravilan,505,112.8108,4436.83,14
666,25362,BACAU,Secuieni,extravilan,817,466.3366,4871.28,0
667,25362,BACAU,Secuieni,intravilan,697,254.0668,4871.28,35
668,20910,BACAU,Slanic-Moldova,extravilan,511,2383.5657,11484.45,0
669,20910,BACAU,Slanic-Moldova,intravilan,1633,1190.2397,11484.45,397
670,25488,BACAU,Solon?,extravilan,1248,993.0326,5227.75,0
671,25488,BACAU,Solon?,intravilan,487,102.8462,5227.75,0
672,25629,BACAU,Strugari,extravilan,403,535.205,5929.69,0
673,25629,BACAU,Strugari,intravilan,383,115.3415,5929.69,4
674,25521,BACAU,Stani?e?ti,extravilan,719,717.0221,8105.83,0
675,25521,BACAU,Stani?e?ti,intravilan,520,170.861,8105.83,11
676,25148,BACAU,Sanduleni,extravilan,621,863.8261,4326.59,0
677,25148,BACAU,Sanduleni,intravilan,868,230.4826,4326.59,16
678,26320,BACAU,Sarata,extravilan,897,365.5261,2118.4,0
679,26320,BACAU,Sarata,intravilan,1149,219.7672,2118.4,7
680,25228,BACAU,Sauce?ti,extravilan,2953,1940.1078,5345.02,0
681,25228,BACAU,Sauce?ti,intravilan,2622,417.1625,5345.02,35
682,25692,BACAU,Tama?i,extravilan,778,803.6948,4643.91,0
683,25692,BACAU,Tama?i,intravilan,650,128.8504,4643.91,21
684,25861,BACAU,Traian,extravilan,1150,586.6679,3578.2,0
685,25861,BACAU,Traian,intravilan,1392,336.0813,3578.2,31
686,20965,BACAU,Targu Ocna,extravilan,673,388.4473,4904.67,0
687,20965,BACAU,Targu Ocna,intravilan,2663,400.0569,4904.67,1275
688,25825,BACAU,Targu Trotu?,extravilan,752,470.9349,3204.56,0
689,25825,BACAU,Targu Trotu?,intravilan,1592,282.48,3204.56,10
690,25745,BACAU,Tatara?ti,extravilan,978,955.7268,5462.67,0
691,25745,BACAU,Tatara?ti,intravilan,458,146.062,5462.67,6
692,25932,BACAU,Ungureni,extravilan,415,628.7445,8672.16,0
693,25932,BACAU,Ungureni,intravilan,486,98.7126,8672.16,5
694,26029,BACAU,Ureche?ti,extravilan,469,473.1642,6176.02,0
695,26029,BACAU,Ureche?ti,intravilan,763,151.9817,6176.02,4
696,26083,BACAU,Valea Seaca,extravilan,2749,858.1549,4668.33,0
697,26083,BACAU,Valea Seaca,intravilan,577,81.7702,4668.33,10
698,26118,BACAU,Vultureni,extravilan,511,1006.1905,7247.48,0
699,26118,BACAU,Vultureni,intravilan,374,185.2944,7247.48,17
700,26289,BACAU,Zeme?,extravilan,1382,810.7556,10686.22,0
701,26289,BACAU,Zeme?,intravilan,689,183.0773,10686.22,95
702,20670,BACAU,?tefan Cel Mare,extravilan,855,616.0612,7021.83,0
703,20670,BACAU,?tefan Cel Mare,intravilan,1156,232.2441,7021.83,18
704,27070,BIHOR,Abram,extravilan,2861,2147.0581,6765.67,0
705,27070,BIHOR,Abram,intravilan,1492,1405.0242,6765.67,6
706,27169,BIHOR,Abramu?,extravilan,906,902.313,4562.53,0
707,27169,BIHOR,Abramu?,intravilan,1123,816.5427,4562.53,0
708,26699,BIHOR,Ale?d,extravilan,1186,4556.7536,7251.57,0
709,26699,BIHOR,Ale?d,intravilan,3155,655.2525,7251.57,1520
710,27212,BIHOR,Au?eu,extravilan,1426,2033.6822,7251.71,0
711,27212,BIHOR,Au?eu,intravilan,1298,584.5936,7251.71,13
712,27285,BIHOR,Avram Iancu,extravilan,2583,5159.7842,7966.45,0
713,27285,BIHOR,Avram Iancu,intravilan,838,255.0915,7966.45,0
714,26742,BIHOR,A?tileu,extravilan,683,1342.6281,5603.75,0
715,26742,BIHOR,A?tileu,intravilan,1209,717.4594,5603.75,28
716,27329,BIHOR,Balc,extravilan,601,1502.2082,7809.86,0
717,27329,BIHOR,Balc,intravilan,968,869.9626,7809.86,99
718,27383,BIHOR,Batar,extravilan,4240,7671.3231,12673.41,0
719,27383,BIHOR,Batar,intravilan,1297,291.4354,12673.41,5
720,26804,BIHOR,Beiu?,extravilan,1710,1075.676,2494.09,0
721,26804,BIHOR,Beiu?,intravilan,3080,534.5479,2494.09,945
722,27436,BIHOR,Biharia,extravilan,3877,4080.8117,6299.45,0
723,27436,BIHOR,Biharia,intravilan,2877,1077.9403,6299.45,21
724,27506,BIHOR,Boianu Mare,extravilan,162,174.0672,4168.35,0
725,27506,BIHOR,Boianu Mare,intravilan,160,154.3415,4168.35,2
726,27560,BIHOR,Borod,extravilan,9319,8863.9306,10583.8,0
727,27560,BIHOR,Borod,intravilan,2502,1689.583,10583.8,19
728,27631,BIHOR,Bor?,extravilan,4067,3399.7808,4344.92,0
729,27631,BIHOR,Bor?,intravilan,2652,954.4877,4344.92,16
730,27686,BIHOR,Bratca,extravilan,1209,3179.9155,13419,0
731,27686,BIHOR,Bratca,intravilan,3413,1594.2751,13419,56
732,27757,BIHOR,Brusturi,extravilan,263,1611.8622,10344.94,0
733,27757,BIHOR,Brusturi,intravilan,706,547.6898,10344.94,13
734,27846,BIHOR,Budureasa,extravilan,305,5828.9532,31818.58,0
735,27846,BIHOR,Budureasa,intravilan,943,2276.297,31818.58,3
736,27908,BIHOR,Buduslau,extravilan,553,1150.2371,4363.75,0
737,27908,BIHOR,Buduslau,intravilan,398,208.1097,4363.75,0
738,27935,BIHOR,Bulz,extravilan,1465,6090.3488,14347.81,0
739,27935,BIHOR,Bulz,intravilan,1391,1217.3736,14347.81,4
740,27971,BIHOR,Bunte?ti,extravilan,197,73.9734,7219.11,0
741,27971,BIHOR,Bunte?ti,intravilan,1304,336.4327,7219.11,0
742,28246,BIHOR,Cefa,extravilan,3171,4564.2288,7692.41,0
743,28246,BIHOR,Cefa,intravilan,921,600.8756,7692.41,24
744,28335,BIHOR,Ceica,extravilan,508,1156.2656,8183.83,0
745,28335,BIHOR,Ceica,intravilan,907,428.539,8183.83,0
746,28415,BIHOR,Cetariu,extravilan,2263,2196.8769,6879.11,0
